1.018843271914852133e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.189432753435915702e-01,5.453820190124087919e-01,4.774903944411723056e-01,3.554955946571822789e-01,2.641056781226988059e-01,9.807417969275685765e-01,9.855465733666530781e-01,1.274494684991464843e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.204087503172097812e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.074513299837764169e-03,7.457151833728192791e-01,7.639846311058756667e-01,3.432627505895449183e-01,4.753902206208581172e-01,4.109520810481448461e-01,7.355331089613085238e-01,1.275030412055353501e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.759820196943835680e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.099265017178397308e-01,9.863953639858950018e-01,4.090365142593067049e-01,7.639846311058756667e-01,7.329417132488168507e-01,9.443234504435705778e-01,3.196293963707793062e-01,2.860406534849534443e-01,7.612681577859904680e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.296709618800720998e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.753064347547091950e-01,7.842371042467425335e-01,6.135547713889601962e-01,9.328254291684721089e-01,6.859538729516302391e-01,7.394958987435563680e-01,7.762428197576068944e-01,9.034176922527655806e-01,1.262601544173133084e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.018843271914852133e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.753064347547091950e-01,1.110245578727692313e-02,7.839866523303380408e-01,9.899371901379703242e-01,4.068278094830626856e-01,6.338536274944769344e-01,7.305814774189240968e-01,8.172590099570095079e-01,1.715719494810283852e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.262211562862292247e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.037256649918879482e-03,7.283729698060094071e-01,0.000000000000000000e+00,9.654128570567775958e-01,9.507804412417156792e-01,5.022747657255103304e-01,4.494924554763550795e-01,8.624134274481967677e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.111465387543475042e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.018628324959439741e-03,4.090365142593067049e-01,7.424528926034777987e-01,9.309571902161314361e-01,6.866747631190164292e-01,8.675655044349724898e-01,5.720813069699064446e-01,1.763827785147498439e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.262211562862292247e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.546769854088810181e-01,4.440982314910769252e-02,4.772092666358577762e-01,6.472666243209806991e-01,1.428498940421769614e-01,5.282113562453976119e-01,5.935974504028758147e-01,8.172590099570095079e-01,1.150313151582040005e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.335990406576061773e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.431668152431049251e-02,6.069774748383413021e-01,9.549807888823445834e-02,7.143637958563768819e-01,5.474338843151134171e-01,7.305814774189240968e-01,2.451777029871028968e-01,1.779256724587496286e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.759820196943835680e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.614902659967552487e-02,9.191373190409166671e-01,9.328254291684721089e-01,5.987805682640271465e-01,4.753902206208581172e-01,4.566134233868276437e-01,6.538072079656074287e-01,3.336508153899471474e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.222930775086950084e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.119559741207412418e-01,7.803996105064388011e-01,3.997823267864880625e-01,3.948807795291551237e-01,8.451381699926358015e-01,8.219041620962896921e-01,9.034176922527655806e-01,1.584359218744749165e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.315552890715572576e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.746113501089916198e-01,8.324262512068680842e-01,0.000000000000000000e+00,9.311107815987791358e-01,9.306376033356930089e-01,7.305814774189240968e-01,8.581219604548598889e-01,7.562323233854358062e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.018843271914852133e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.950096738208260794e-01,2.452633414825720060e-01,6.135547713889601962e-01,6.684865522176411945e-01,6.689193517733313943e-01,6.602641953067469593e-01,9.457153041801553695e-01,6.538072079656074287e-01,5.126908001415853705e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.631105781431146123e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.376532173773545975e-01,6.600914622617370942e-01,8.844528919072973672e-01,4.759313414124857755e-01,9.682685190600801572e-01,8.979593056171757404e-01,9.982550433012752356e-01,3.677665544806542619e-01,1.800150080079159498e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
